"Sex","Ethnicity","Age","Legal_Status","Custody_Status","Marital_Status","Decile_Score"
"Female","African-American",31,"Other","Probation","Single",4
"Male","African-American",42,"Pretrial","Jail Inmate","Single",4
"Male","African-American",37,"Pretrial","Pretrial Defendant","Single",7
"Male","Other",36,"Other","Probation","Single",1
"Male","Caucasian",45,"Pretrial","Jail Inmate","Single",3
"Male","Hispanic",44,"Post Sentence","Probation","Married",3
"Male","African-American",36,"Pretrial","Jail Inmate","Single",1
"Male","Native American",36,"Pretrial","Jail Inmate","Single",7
"Male","Hispanic",43,"Post Sentence","Probation","Married",3
"Female","African-American",38,"Post Sentence","Probation","Single",3
"Female","Caucasian",32,"Other","Probation","Single",4
"Male","Hispanic",36,"Post Sentence","Probation","Married",1
"Male","Caucasian",52,"Post Sentence","Probation","Married",2
"Male","African-American",38,"Pretrial","Jail Inmate","Single",4
"Female","African-American",29,"Pretrial","Jail Inmate","Single",7
"Male","Native American",38,"Pretrial","Jail Inmate","Married",2
"Male","Hispanic",39,"Post Sentence","Probation","Single",6
"Male","Hispanic",36,"Post Sentence","Probation","Divorced",2
"Male","Other",44,"Pretrial","Jail Inmate","Married",4
"Female","Hispanic",50,"Other","Probation","Single",1
"Male","Caucasian",35,"Other","Probation","Single",7
"Female","Caucasian",47,"Other","Probation","Single",2
"Male","African-American",41,"Pretrial","Jail Inmate","Single",2
"Male","Hispanic",36,"Post Sentence","Probation","Single",3
"Male","Hispanic",38,"Pretrial","Pretrial Defendant","Married",1
"Female","African-American",50,"Pretrial","Jail Inmate","Single",6
"Male","African-American",48,"Pretrial","Jail Inmate","Single",3
"Male","Caucasian",48,"Post Sentence","Probation","Married",1
"Male","Hispanic",36,"Pretrial","Jail Inmate","Married",1
"Male","Hispanic",36,"Pretrial","Pretrial Defendant","Divorced",9
"Female","Caucasian",48,"Post Sentence","Probation","Married",4
"Male","Hispanic",50,"Other","Probation","Separated",1
"Female","Caucasian",51,"Post Sentence","Probation","Single",3
"Male","African-American",54,"Pretrial","Pretrial Defendant","Single",7
"Male","Caucasian",35,"Pretrial","Jail Inmate","Single",10
"Male","Caucasian",36,"Pretrial","Pretrial Defendant","Single",1
"Male","African-American",40,"Pretrial","Residential Program","Single",7
"Male","Hispanic",36,"Pretrial","Pretrial Defendant","Single",1
"Male","Caucasian",51,"Pretrial","Jail Inmate","Single",4
"Male","African-American",34,"Post Sentence","Probation","Single",6
"Male","African-American",45,"Post Sentence","Probation","Single",9
"Female","Hispanic",33,"Other","Probation","Single",5
"Male","African-American",53,"Post Sentence","Probation","Married",1
"Male","African-American",38,"Pretrial","Jail Inmate","Single",7
"Male","Caucasian",47,"Post Sentence","Probation","Single",6
"Female","African-American",32,"Post Sentence","Probation","Single",5
"Male","Asian",38,"Post Sentence","Probation","Single",2
"Male","Hispanic",39,"Pretrial","Jail Inmate","Single",9
"Male","Hispanic",44,"Pretrial","Jail Inmate","Single",7
"Female","African-American",41,"Post Sentence","Probation","Single",3
"Female","Caucasian",37,"Post Sentence","Probation","Single",4
"Male","African-American",53,"Pretrial","Jail Inmate","Single",4
"Male","Caucasian",49,"Pretrial","Pretrial Defendant","Single",3
"Male","African-American",42,"Pretrial","Pretrial Defendant","Single",8
"Male","Caucasian",49,"Pretrial","Jail Inmate","Single",9
"Male","African-American",36,"Pretrial","Pretrial Defendant","Single",1
"Male","African-American",52,"Pretrial","Jail Inmate","Married",1
"Male","Caucasian",35,"Post Sentence","Probation","Single",7
"Female","Hispanic",36,"Post Sentence","Probation","Single",3
"Female","African-American",39,"Pretrial","Jail Inmate","Married",3
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",1
"Male","Caucasian",30,"Pretrial","Jail Inmate","Single",9
"Male","Caucasian",43,"Post Sentence","Probation","Single",6
"Male","Caucasian",35,"Post Sentence","Probation","Single",4
"Female","African-American",43,"Post Sentence","Probation","Single",3
"Male","African-American",39,"Pretrial","Jail Inmate","Single",8
"Male","African-American",41,"Post Sentence","Probation","Single",3
"Female","Hispanic",31,"Other","Probation","Single",4
"Female","African-American",31,"Pretrial","Jail Inmate","Single",3
"Male","Caucasian",36,"Post Sentence","Probation","Single",1
"Male","Caucasian",47,"Pretrial","Pretrial Defendant","Single",4
"Male","Hispanic",36,"Post Sentence","Probation","Married",1
"Female","Hispanic",47,"Other","Probation","Single",4
"Male","Caucasian",47,"Pretrial","Pretrial Defendant","Married",1
"Female","African-American",37,"Pretrial","Pretrial Defendant","Single",5
"Female","Hispanic",40,"Post Sentence","Probation","Married",7
"Male","African-American",45,"Post Sentence","Probation","Single",4
"Male","African-American",53,"Post Sentence","Probation","Single",2
"Female","Caucasian",36,"Post Sentence","Probation","Married",1
"Male","African-American",41,"Other","Probation","Single",7
"Female","African-American",54,"Pretrial","Jail Inmate","Single",1
"Male","Arabic",33,"Post Sentence","Probation","Single",9
"Female","Hispanic",31,"Post Sentence","Probation","Single",5
"Male","Asian",36,"Other","Probation","Married",1
"Male","African-American",39,"Post Sentence","Probation","Single",9
"Male","Caucasian",30,"Pretrial","Jail Inmate","Single",6
"Male","Hispanic",36,"Other","Probation","Single",1
"Female","African-American",36,"Pretrial","Jail Inmate","Single",1
"Male","Caucasian",48,"Pretrial","Jail Inmate","Single",1
"Male","Hispanic",38,"Post Sentence","Probation","Single",4
"Male","Hispanic",40,"Other","Probation","Single",3
"Male","African-American",40,"Post Sentence","Probation","Single",10
"Male","Other",40,"Post Sentence","Probation","Single",8
"Male","Hispanic",49,"Post Sentence","Probation","Single",1
"Male","African-American",40,"Pretrial","Jail Inmate","Married",5
"Male","Caucasian",31,"Post Sentence","Probation","Single",9
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",6
"Female","Hispanic",51,"Other","Probation","Divorced",1
"Male","African-American",36,"Post Sentence","Probation","Married",1
"Male","African-American",47,"Post Sentence","Probation","Married",1
"Male","African-American",31,"Conditional Release","Probation","Single",7
"Female","Caucasian",51,"Pretrial","Jail Inmate","Single",3
"Male","African-American",33,"Pretrial","Jail Inmate","Single",10
"Female","African-American",41,"Post Sentence","Probation","Single",5
"Male","African-American",29,"Pretrial","Jail Inmate","Single",4
"Male","African-American",43,"Post Sentence","Probation","Single",3
"Female","African-American",35,"Pretrial","Jail Inmate","Single",4
"Male","Asian",42,"Post Sentence","Probation","Single",2
"Female","Caucasian",46,"Pretrial","Pretrial Defendant","Single",3
"Female","African-American",31,"Other","Probation","Single",7
"Female","African-American",36,"Pretrial","Jail Inmate","Single",1
"Female","African-American",48,"Pretrial","Jail Inmate","Divorced",5
"Male","African-American",36,"Post Sentence","Probation","Married",1
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",1
"Male","African-American",36,"Other","Probation","Single",4
"Female","African-American",31,"Conditional Release","Probation","Single",10
"Male","Caucasian",55,"Post Sentence","Probation","Single",1
"Male","Caucasian",56,"Post Sentence","Probation","Single",1
"Female","Other",36,"Post Sentence","Probation","Separated",1
"Male","Caucasian",38,"Pretrial","Pretrial Defendant","Single",2
"Male","African-American",30,"Post Sentence","Probation","Single",4
"Female","African-American",37,"Pretrial","Jail Inmate","Single",4
"Male","African-American",32,"Post Sentence","Probation","Single",8
"Female","Caucasian",47,"Pretrial","Pretrial Defendant","Divorced",2
"Female","Caucasian",42,"Pretrial","Pretrial Defendant","Single",6
"Male","African-American",45,"Pretrial","Jail Inmate","Single",7
"Female","African-American",37,"Post Sentence","Probation","Single",3
"Male","African-American",36,"Pretrial","Jail Inmate","Married",3
"Male","Hispanic",53,"Post Sentence","Probation","Married",3
"Male","Hispanic",52,"Post Sentence","Probation","Divorced",6
"Male","Hispanic",36,"Other","Probation","Divorced",1
"Female","Caucasian",36,"Post Sentence","Probation","Divorced",1
"Female","Caucasian",47,"Pretrial","Jail Inmate","Married",1
"Male","Caucasian",44,"Pretrial","Pretrial Defendant","Single",5
"Male","African-American",31,"Post Sentence","Probation","Single",9
"Male","African-American",41,"Post Sentence","Probation","Single",2
"Female","Hispanic",39,"Post Sentence","Probation","Divorced",2
"Male","Caucasian",52,"Post Sentence","Probation","Single",2
"Male","African-American",36,"Pretrial","Jail Inmate","Single",9
"Female","African-American",36,"Pretrial","Jail Inmate","Single",5
"Male","African-American",39,"Pretrial","Jail Inmate","Single",8
"Male","African-American",38,"Pretrial","Jail Inmate","Single",10
"Male","African-American",33,"Pretrial","Jail Inmate","Single",3
"Male","African-American",29,"Pretrial","Jail Inmate","Single",4
"Male","Caucasian",36,"Pretrial","Jail Inmate","Divorced",3
"Male","African-American",30,"Pretrial","Jail Inmate","Single",8
"Female","Caucasian",32,"Pretrial","Jail Inmate","Single",9
"Male","African-American",33,"Pretrial","Jail Inmate","Single",3
"Male","Caucasian",36,"Pretrial","Jail Inmate","Married",1
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",1
"Male","African-American",47,"Other","Pretrial Defendant","Single",2
"Male","African-American",30,"Pretrial","Jail Inmate","Single",7
"Male","Caucasian",45,"Pretrial","Jail Inmate","Single",3
"Male","African-American",38,"Pretrial","Jail Inmate","Single",2
"Male","Caucasian",36,"Pretrial","Jail Inmate","Married",1
"Male","Caucasian",36,"Pretrial","Jail Inmate","Married",1
"Male","Caucasian",35,"Pretrial","Jail Inmate","Married",1
"Male","African-American",34,"Pretrial","Jail Inmate","Single",10
"Male","African-American",30,"Pretrial","Jail Inmate","Single",7
"Male","African-American",47,"Pretrial","Jail Inmate","Married",6
"Male","African-American",46,"Pretrial","Jail Inmate","Single",3
"Male","African-American",36,"Pretrial","Jail Inmate","Single",4
"Male","Caucasian",36,"Pretrial","Jail Inmate","Married",1
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",5
"Female","Caucasian",40,"Pretrial","Jail Inmate","Married",9
"Female","Caucasian",41,"Pretrial","Jail Inmate","Single",1
"Male","African-American",53,"Pretrial","Jail Inmate","Single",1
"Female","Caucasian",43,"Pretrial","Jail Inmate","Married",4
"Male","Caucasian",36,"Pretrial","Pretrial Defendant","Divorced",2
"Male","Hispanic",54,"Post Sentence","Probation","Single",3
"Male","Other",38,"Pretrial","Jail Inmate","Single",2
"Male","African-American",27,"Pretrial","Jail Inmate","Single",10
"Male","African-American",36,"Post Sentence","Probation","Single",1
"Female","Caucasian",36,"Post Sentence","Probation","Single",1
"Male","African-American",55,"Pretrial","Jail Inmate","Single",7
"Female","Hispanic",50,"Other","Probation","Married",3
"Female","African-American",33,"Post Sentence","Probation","Single",10
"Male","Caucasian",29,"Pretrial","Jail Inmate","Single",10
"Male","Hispanic",49,"Other","Probation","Divorced",1
"Female","Caucasian",36,"Post Sentence","Probation","Divorced",3
"Male","African-American",39,"Pretrial","Jail Inmate","Single",5
"Male","African-American",36,"Post Sentence","Probation","Married",1
"Male","Asian",32,"Post Sentence","Probation","Single",4
"Male","Hispanic",38,"Other","Probation","Married",3
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",1
"Male","Caucasian",49,"Pretrial","Jail Inmate","Divorced",3
"Male","African-American",31,"Post Sentence","Probation","Single",8
"Male","African-American",44,"Pretrial","Jail Inmate","Single",1
"Female","African-American",30,"Post Sentence","Probation","Single",7
"Male","Hispanic",45,"Pretrial","Pretrial Defendant","Single",1
"Male","Hispanic",30,"Pretrial","Jail Inmate","Single",2
"Male","African-American",31,"Pretrial","Jail Inmate","Single",8
"Male","African-American",35,"Post Sentence","Probation","Single",6
"Male","African-American",29,"Pretrial","Jail Inmate","Single",9
"Male","African-American",52,"Pretrial","Jail Inmate","Married",5
"Male","Hispanic",54,"Post Sentence","Probation","Separated",1
"Male","African-American",36,"Post Sentence","Probation","Single",5
"Male","Hispanic",36,"Post Sentence","Probation","Single",1
"Female","African-American",35,"Post Sentence","Probation","Single",7
"Male","African-American",36,"Post Sentence","Probation","Single",4
"Male","African-American",30,"Pretrial","Jail Inmate","Single",5
"Male","African-American",36,"Pretrial","Jail Inmate","Single",5
"Male","African-American",36,"Pretrial","Jail Inmate","Single",8
"Male","Caucasian",33,"Pretrial","Jail Inmate","Single",8
"Male","Other",45,"Pretrial","Jail Inmate","Married",1
"Male","African-American",38,"Pretrial","Pretrial Defendant","Single",6
"Male","Caucasian",36,"Post Sentence","Probation","Married",1
"Male","African-American",54,"Post Sentence","Probation","Single",3
"Female","Caucasian",36,"Pretrial","Jail Inmate","Single",4
"Male","Hispanic",39,"Post Sentence","Probation","Single",1
"Male","Caucasian",50,"Post Sentence","Probation","Divorced",1
"Male","African-American",44,"Post Sentence","Probation","Single",8
"Male","African-American",32,"Pretrial","Jail Inmate","Single",7
"Male","Hispanic",43,"Post Sentence","Probation","Single",3
"Male","Caucasian",36,"Post Sentence","Probation","Divorced",2
"Female","African-American",43,"Post Sentence","Probation","Single",2
"Male","African-American",38,"Pretrial","Jail Inmate","Single",4
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",2
"Male","Hispanic",41,"Post Sentence","Probation","Single",1
"Male","Hispanic",36,"Post Sentence","Probation","Divorced",1
"Male","African-American",54,"Other","Probation","Single",1
"Male","Hispanic",42,"Other","Probation","Married",2
"Male","African-American",32,"Post Sentence","Probation","Single",10
"Female","Caucasian",33,"Pretrial","Jail Inmate","Single",5
"Male","Caucasian",52,"Pretrial","Jail Inmate","Single",1
"Male","Caucasian",36,"Other","Probation","Divorced",1
"Male","Caucasian",35,"Post Sentence","Probation","Single",5
"Female","Caucasian",45,"Pretrial","Jail Inmate","Single",3
"Male","Caucasian",36,"Post Sentence","Probation","Separated",1
"Female","African-American",36,"Pretrial","Jail Inmate","Single",2
"Male","African-American",45,"Post Sentence","Probation","Single",6
"Male","African-American",31,"Pretrial","Jail Inmate","Single",6
"Male","Hispanic",43,"Post Sentence","Probation","Single",6
"Female","African-American",32,"Post Sentence","Probation","Single",6
"Male","Caucasian",52,"Pretrial","Jail Inmate","Separated",4
"Male","African-American",39,"Pretrial","Jail Inmate","Single",9
"Female","Caucasian",36,"Post Sentence","Probation","Divorced",1
"Male","African-American",31,"Pretrial","Jail Inmate","Single",4
"Male","Caucasian",36,"Post Sentence","Probation","Single",1
"Male","African-American",53,"Post Sentence","Probation","Single",9
"Female","Caucasian",56,"Other","Probation","Single",1
"Male","Caucasian",29,"Pretrial","Jail Inmate","Single",4
"Female","African-American",47,"Post Sentence","Probation","Single",6
"Male","African-American",36,"Post Sentence","Probation","Single",1
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",5
