"Sex","Ethnicity","Legal_Status","Custody_Status","Marital_Status","Recidivism_Supervision_Level","Raw_Score"
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.552083333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.604166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.5875
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.129166666666667
"Male","Hispanic","Pretrial","Jail Inmate","Separated","Low",0.385416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.533333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.504166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.15
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.641666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.2375
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.152083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.6125
"Male","Hispanic","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.6875
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.377083333333333
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.175
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.258333333333333
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.241666666666667
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.585416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.508333333333333
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.179166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.377083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.46875
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.360416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.347916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.625
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.497916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.65
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.441666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.297916666666667
"Female","African-American","Pretrial","Jail Inmate","Married","Low",0.277083333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.41875
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.2875
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.341666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.689583333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.377083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.535416666666667
"Female","Other","Pretrial","Pretrial Defendant","Divorced","Medium",0.61875
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.364583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","High",0.777083333333333
"Male","Hispanic","Other","Probation","Married","Low",0.435416666666667
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.485416666666667
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.51875
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.4625
"Female","Caucasian","Post Sentence","Probation","Single","Medium",0.554166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.266666666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.575
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.195833333333333
"Male","Hispanic","Other","Probation","Divorced","Low",0.314583333333333
"Female","African-American","Pretrial","Jail Inmate","Married","Medium",0.577083333333333
"Male","Hispanic","Pretrial","Jail Inmate","Significant Other","Low",0.2625
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.5375
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.133333333333333
"Female","African-American","Conditional Release","Probation","Single","Medium with Override Consideration",0.70625
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.5
"Female","Caucasian","Other","Probation","Single","Low",0.477083333333333
"Male","African-American","Other","Probation","Single","Low",0.254166666666667
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.0479166666666667
"Male","Hispanic","Other","Probation","Single","Low",0.541666666666667
"Female","Hispanic","Pretrial","Jail Inmate","Separated","Low",0.402083333333333
"Female","Hispanic","Pretrial","Pretrial Defendant","Married","Low",0.252083333333333
"Male","African-American","Pretrial","Jail Inmate","Divorced","Low",0.539583333333333
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.40625
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.572916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.75625
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.479166666666667
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.191666666666667
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.297916666666667
"Male","African-American","Post Sentence","Probation","Single","High",0.864583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.7
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.714583333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.514583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.577083333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.422916666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.19375
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.45
"Male","African-American","Post Sentence","Probation","Married","Low",0.45
"Male","Caucasian","Post Sentence","Probation","Divorced","Medium",0.658333333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.514583333333333
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.8375
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.3
"Female","Caucasian","Post Sentence","Probation","Separated","Low",0.414583333333333
"Male","African-American","Post Sentence","Probation","Married","Low",0.19375
"Male","Caucasian","Other","Probation","Single","Low",0.54375
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.495833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.239583333333333
"Male","African-American","Post Sentence","Probation","Single","Medium",0.60625
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.41875
"Female","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.375
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.560416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Separated","Low",0.14375
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.4
"Male","African-American","Pretrial","Jail Inmate","Married","Medium with Override Consideration",0.766666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.452083333333333
"Female","African-American","Post Sentence","Probation","Single","High",0.745833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.341666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.704166666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Married","Low",0.160416666666667
"Female","Oriental","Post Sentence","Probation","Single","Low",0.529166666666667
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.608333333333333
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.695833333333333
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.847916666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.14375
"Male","African-American","Pretrial","Pretrial Defendant","Single","High",0.902083333333333
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.270833333333333
"Male","African-American","Pretrial","Jail Inmate","Widowed","Low",0.529166666666667
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.316666666666667
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.229166666666667
"Female","Hispanic","Post Sentence","Probation","Single","Medium",0.610416666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.4875
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.858333333333333
"Male","Other","Pretrial","Pretrial Defendant","Single","Low",0.44375
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.583333333333333
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.677083333333333
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.3125
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.40625
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.441666666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.5125
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.35
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.333333333333333
"Male","African-American","Post Sentence","Probation","Single","Medium",0.610416666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.477083333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.433333333333333
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.604166666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.447916666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.320833333333333
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.6375
"Female","African-American","Pretrial","Pretrial Defendant","Single","Low",0.477083333333333
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.55
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.5375
"Male","African-American","Other","Probation","Single","Low",0.441666666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.35625
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.672916666666667
"Male","Caucasian","Other","Probation","Single","Medium",0.604166666666667
"Male","African-American","Post Sentence","Probation","Single","High",0.758333333333333
"Male","Hispanic","Other","Probation","Married","Low",0.447916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.3625
"Male","African-American","Post Sentence","Probation","Married","Low",0.208333333333333
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.2375
"Male","Hispanic","Other","Probation","Married","Low",0.229166666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.452083333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.4625
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.545833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.483333333333333
"Male","Caucasian","Post Sentence","Probation","Single","High",0.739583333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.527083333333333
"Male","Caucasian","Other","Probation","Single","Low",0.508333333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.40625
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.514583333333333
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.7
"Male","Hispanic","Other","Probation","Divorced","Low",0.358333333333333
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.41875
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.65
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.65625
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.254166666666667
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.358333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.63125
"Male","Other","Post Sentence","Probation","Single","Low",0.2875
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.1375
"Male","Native American","Pretrial","Pretrial Defendant","Separated","Low",0.535416666666667
